,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
1720,緊張緩和,['n'],きんちょうかんわ,緊,1852,15,[],[],"['糸', '幺', '小', '臣', '又']",['緊'],[7],['形声 Phonetic'],[1],[41503],[41503],['S'],張,752,11,"[' Chinese ""Extended Net"" constellation (one of the 28 mansions) counter for objects with stretched strings (i.e. bows, kotos), curtains, papers, etc.]']",['ちょう'],"['弓', '長']",['張'],[5],['形声 Phonetic'],[1],[125617],[114027],['P'],緩,1859,15,[],[],"['糸', '幺', '小', '爪', '一', 'ノ', '又']",['緩'],[7],['形声 Phonetic'],[1],[27903],[27903],['R'],和,372,8,"[' calm (at sea)/lull,', ' sum harmony/peace Japan/Japanese-style,', ' soft/fragile/weak/poorly built/insubstantial,', ' tranquil/calm/quiet/peaceful]']","['なぎ', 'わ', 'やわ', 'のど']","['禾', '口']",['和'],[3],['会意 Com. Ideographic'],[3],[259765],[111315],['R'],緊張,[' tension/mental strain/nervousness]'],['きんちょう'],緊張,[' tension/mental strain/nervousness]'],['きんちょう']
1721,追善興行,['n'],ついぜんこうぎょう,追,2389,9,[],[],"['｜', '口', '辶']",['追'],[3],['会意 Com. Ideographic'],[3],[115252],[114796],['R'],善,402,12,[' good/goodness/right/virtue]'],['ぜん'],"['王', '口', '并', '羊']",['善'],[6],['会意 Com. Ideographic'],[1],[58196],[45066],['S'],興,1986,16,"[' interest/entertainment/pleasure implicit comparison (style of the Shi Jing),', ' millet or rice cake, roasted and hardened with starch syrup and sugar (sometimes including peanuts, etc.)]']","['きょう', 'おこし', 'し']","['臼', '口', 'ハ', '冂', '一']",['興'],[5],['会意 Com. Ideographic'],[1],[66165],[58071],['S'],行,2122,6,"[' line (of text)/row/verse carya (austerities) samskara (formations) semi-cursive style (of writing Chinese characters)/running style,', "" going/travelling/traveling/journey/trip act/action bank counter for banks counter for groups or parties of people type of classical Chinese verse (usu. an epic from the Tang period onwards) shopping district (of similar merchants; in the Sui and Tang periods) merchants' guild (in the Tang period)]""]","['ぎょう', 'こう']","['行', '彳']",['行'],[2],['象形 Pictographic'],[5],[750313],[708761],['P'],追善,"["" mass for the dead/Buddhist service held on the anniversary of someone's death]""]",['ついぜん'],追善,"["" mass for the dead/Buddhist service held on the anniversary of someone's death]""]",['ついぜん']
1722,俗物根性,['n'],ぞくぶつこんじょう,俗,116,9,[' layman (esp. as opposed to a Buddhist monk)/laity/man of the world/the world local manners/modern customs common/popular vulgar/low]'],['ぞく'],"['⺅', '口', '谷', 'ハ', '𠆢']",['俗'],[7],['形声 Phonetic'],[1],[5701],[5694],['S'],物,1502,8,"["" thing/object/article/stuff/substance one's things/possessions/property/belongings things/something/anything/everything/nothing quality reason/the way of things used to emphasize emotion, judgment, etc./used to indicate a common occurrence in the past (after a verb in past tense)/used to indicate a general tendency/used to indicate something that should happen item classified as .../item related to .../work in the genre of ... cause of .../cause for ... somehow/somewhat/for some reason 10. really/truly,"", ' stock/products stolen goods/loot/spoils]']","['もの', 'ぶつ']","['勿', '牛', '勹']",['物'],[3],['形声 Phonetic'],[4],[276274],[271270],['P'],根,1193,10,"["" root (of a plant) root (of a tooth, hair, etc.)/center (of a pimple, etc.) root (of all evil, etc.)/source/origin/cause/basis one's true nature (fishing) reef,"", ' stick-to-itiveness/perseverance/persistence radical (esp. one that tends to ionize easily) root indriya (faculty of the body having a specific function, i.e. the sensory organs)]']","['ね', 'こん']","['艮', '木']",['根'],[3],['形声 Phonetic'],[2],[82891],[49884],['S'],性,808,8,"["" one's nature/one's destiny custom/tradition/habit/convention,"", ' nature (of a person) sex gender -ty/-ity/-ness/-cy,', ' nature (of a person or thing) that which does not change according to external influences,', ' disposition/nature/character]']","['さが', 'せい', 'しょう', 'なりくせ']","['生', '忄']",['性'],[5],['形声 Phonetic'],[3],[450195],[450157],['P'],俗物,[' worldly-minded person/materialist/uncultured person/philistine/vulgar person/snob]'],['ぞくぶつ'],俗物,[' worldly-minded person/materialist/uncultured person/philistine/vulgar person/snob]'],['ぞくぶつ']
1723,恍惚状態,['n'],こうこつじょうたい,恍,815,9,[],[],"['⺌', '忄', '儿']",,,,,,,,惚,851,11,[],[],"['心', '忄', '勿']",,,,,,,,状,1511,7,"[' form/shape/appearance state/condition/circumstances letter/correspondence,', ' Mr./Mrs./Miss/Ms. makes a word more polite (usu. in fixed expressions) state/situation/appearance/manner]']","['じょう', 'さま']","['犬', '爿']",['状'],[5],['形声 Phonetic'],[3],[150338],[150301],['P'],態,869,14,"[' appearance/air/condition/state/form,', ' mess/sorry state/plight/sad sight -ways/-wards in the act of .../just as one is ... manner of .../way of ...,', ' style/way/shape/form/appearance/state,', ' condition/figure/appearance voice]']","['てい', 'ざま', 'なり', 'たい']","['月', '心', '匕', '厶']",['態'],[5],['形声 Phonetic'],[1],[104268],[104268],['P'],恍惚,[' ecstasy/rapture/trance senility]'],['こうこつ'],恍惚,[' ecstasy/rapture/trance senility]'],['こうこつ']
1724,追従外交,['n'],ついしょうがいこう,追,2389,9,[],[],"['｜', '口', '辶']",['追'],[3],['会意 Com. Ideographic'],[3],[115252],[114796],['R'],従,778,10,"[' subordinate/secondary/junior/incidental,', ' lesser (of equal court ranks)/lower/junior,', ' lesser (of equal court ranks)/lower/junior]']","['じゅう', 'じゅ', 'ひろい']","['并', '疋', '彳']",['従'],[6],['会意 Com. Ideographic'],[1],[50374],[50356],['S'],外,508,5,"["" outside/exterior the open (air) other place/somewhere else/outside one's group (family, company, etc.),"", ' other (place, thing, person)/the rest outside/beyond nothing except/nothing but/nothing apart from/nothing aside from/no choice (but to) besides.../in addition to...,', "" another place/somewhere else/strange parts outside (one's family or group)/someone else/other people not caring for/being indifferent to/taking little notice of/ignoring/neglecting,"", ' outside of/not covered by]']","['そと', 'ほか', 'よそ', 'がい']","['卜', '夕']",['外'],[2],['会意 Com. Ideographic'],[5],[396147],[365049],['R'],交,45,6,"[' alternately/in succession,', ' association/fellowship change (of season, year, etc.)]']","['こもごも', 'こう']","['父', '亠']",['交'],[2],['象形 Pictographic'],[3],[364208],[354159],['R'],追従,"["" following (e.g. someone's opinion)/being servile to/adherence/compliance/emulation/mimicking/servility,"", ' flattery/sycophancy/adulation]']","['ついじゅう', 'ついしょう']",追従,"["" following (e.g. someone's opinion)/being servile to/adherence/compliance/emulation/mimicking/servility,"", ' flattery/sycophancy/adulation]']","['ついじゅう', 'ついしょう']"
1725,実力次第,['n'],じつりょくしだい,実,592,8,"[' truth/reality sincerity/honesty/fidelity content/substance (good) result,', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', "" truth/reality sincerity/honesty/integrity/fidelity that's right,"", ' seed (of a fruit)/pit/pip/stone tongue (projecting strip on a board that fits into a groove on another board) clitoris core/kernel/heart,', ' the real person/said person real thing/genuine article]']","['じつ', 'み', 'まこと', 'さね', 'そうじみ']","['士', '大', '宀']",['実'],[3],['会意 Com. Ideographic'],[3],[436044],[423855],['R'],力,253,2,"[' force/strength/might/vigour/vigor/energy capability/ability/proficiency/capacity/faculty efficacy/effect effort/endeavours/endeavors/exertions power/authority/influence/good offices/agency support/help/aid/assistance stress/emphasis means/resources,', ' strength/power/proficiency/ability the strength of ... people/the strength of ... men,', ' strength/power/proficiency/ability]']","['ちから', 'りき', 'りょく']",['力'],['力'],[1],['象形 Pictographic'],[4],[489194],[474012],['P'],次,1251,6,"[' next/following/subsequent stage/station,', ' next hypo- (i.e. containing an element with low valence) order/sequence/time/times]']","['つぎ', 'じ']","['欠', '冫']",['次'],[3],['象形 Pictographic'],[3],[230245],[213903],['S'],第,1766,11,[' prefix for forming ordinal numbers]'],['だい'],"['弓', '竹']",['第'],[3],['形声 Phonetic'],[1],[354870],[351478],['.'],実力,[' (real) ability/true strength/merit/efficiency/competency arms/force]'],['じつりょく'],実力,[' (real) ability/true strength/merit/efficiency/competency arms/force]'],['じつりょく']
1726,実力本位,"['n,adj-no']",じつりょくほんい,実,592,8,"[' truth/reality sincerity/honesty/fidelity content/substance (good) result,', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', "" truth/reality sincerity/honesty/integrity/fidelity that's right,"", ' seed (of a fruit)/pit/pip/stone tongue (projecting strip on a board that fits into a groove on another board) clitoris core/kernel/heart,', ' the real person/said person real thing/genuine article]']","['じつ', 'み', 'まこと', 'さね', 'そうじみ']","['士', '大', '宀']",['実'],[3],['会意 Com. Ideographic'],[3],[436044],[423855],['R'],力,253,2,"[' force/strength/might/vigour/vigor/energy capability/ability/proficiency/capacity/faculty efficacy/effect effort/endeavours/endeavors/exertions power/authority/influence/good offices/agency support/help/aid/assistance stress/emphasis means/resources,', ' strength/power/proficiency/ability the strength of ... people/the strength of ... men,', ' strength/power/proficiency/ability]']","['ちから', 'りき', 'りょく']",['力'],['力'],[1],['象形 Pictographic'],[4],[489194],[474012],['P'],本,1144,5,"["" origin/source base/basis/foundation/root cause ingredient/material (somebody's) side/(somebody's) location original cost (or capital, principal, etc.) (plant) root/(tree) trunk first section of a waka counter for blades of grass, tree trunks, etc., and for falcons (in falconry) 10. handle (chopsticks, brush, etc.)/grip,"", ' book/volume/script this/present main/head real/regular counter for long cylindrical things/counter for films, TV shows, etc./counter for goals, home runs, etc./counter for telephone calls]']","['もと', 'ほん']","['一', '木']",['本'],[1],['指事 Ideographic'],[5],[1485252],[701651],['R'],位,86,7,"["" throne/crown/(nobleman's) seat government position/court rank social standing/rank/class/echelon/rung grade (of quality, etc.)/level/tier/rank position of a figure (e.g. tens, thousands)/digit/(decimal) place degree/extent/amount,"", ' rank/place (e.g. first place) decimal place counter for ghosts]']","['くらい', 'い']","['⺅', '立']",['位'],[4],['会意 Com. Ideographic'],[3],[268425],[265390],['P'],実力,[' (real) ability/true strength/merit/efficiency/competency arms/force]'],['じつりょく'],実力,[' (real) ability/true strength/merit/efficiency/competency arms/force]'],['じつりょく']
1727,実力伯仲,['n'],じつりょくはくちゅう,実,592,8,"[' truth/reality sincerity/honesty/fidelity content/substance (good) result,', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', "" truth/reality sincerity/honesty/integrity/fidelity that's right,"", ' seed (of a fruit)/pit/pip/stone tongue (projecting strip on a board that fits into a groove on another board) clitoris core/kernel/heart,', ' the real person/said person real thing/genuine article]']","['じつ', 'み', 'まこと', 'さね', 'そうじみ']","['士', '大', '宀']",['実'],[3],['会意 Com. Ideographic'],[3],[436044],[423855],['R'],力,253,2,"[' force/strength/might/vigour/vigor/energy capability/ability/proficiency/capacity/faculty efficacy/effect effort/endeavours/endeavors/exertions power/authority/influence/good offices/agency support/help/aid/assistance stress/emphasis means/resources,', ' strength/power/proficiency/ability the strength of ... people/the strength of ... men,', ' strength/power/proficiency/ability]']","['ちから', 'りき', 'りょく']",['力'],['力'],[1],['象形 Pictographic'],[4],[489194],[474012],['P'],伯,78,7,[' count/earl chief official of the Department of Worship eldest brother Brazil/Brazilian]'],['はく'],"['⺅', '白']",['伯'],[7],['形声 Phonetic'],[1],[7502],[3625],['S'],仲,66,6,"[' relation/relationship,', ' broker/brokerage/brokerage fee]']","['なか', 'すあい']","['｜', '⺅', '口']",['仲'],[4],['形声 Phonetic'],[2],[42150],[27518],['S'],実力,[' (real) ability/true strength/merit/efficiency/competency arms/force]'],['じつりょく'],実力,[' (real) ability/true strength/merit/efficiency/competency arms/force]'],['じつりょく']
1728,実用本位,"['n,adj-no']",じつようほんい,実,592,8,"[' truth/reality sincerity/honesty/fidelity content/substance (good) result,', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', "" truth/reality sincerity/honesty/integrity/fidelity that's right,"", ' seed (of a fruit)/pit/pip/stone tongue (projecting strip on a board that fits into a groove on another board) clitoris core/kernel/heart,', ' the real person/said person real thing/genuine article]']","['じつ', 'み', 'まこと', 'さね', 'そうじみ']","['士', '大', '宀']",['実'],[3],['会意 Com. Ideographic'],[3],[436044],[423855],['R'],用,1570,5,[' business/task/errand/engagement use/purpose for the use of .../used for .../made for ... call of nature/excretion]'],['よう'],['用'],['用'],[2],['象形 Pictographic'],[4],[371091],[369078],['P'],本,1144,5,"["" origin/source base/basis/foundation/root cause ingredient/material (somebody's) side/(somebody's) location original cost (or capital, principal, etc.) (plant) root/(tree) trunk first section of a waka counter for blades of grass, tree trunks, etc., and for falcons (in falconry) 10. handle (chopsticks, brush, etc.)/grip,"", ' book/volume/script this/present main/head real/regular counter for long cylindrical things/counter for films, TV shows, etc./counter for goals, home runs, etc./counter for telephone calls]']","['もと', 'ほん']","['一', '木']",['本'],[1],['指事 Ideographic'],[5],[1485252],[701651],['R'],位,86,7,"["" throne/crown/(nobleman's) seat government position/court rank social standing/rank/class/echelon/rung grade (of quality, etc.)/level/tier/rank position of a figure (e.g. tens, thousands)/digit/(decimal) place degree/extent/amount,"", ' rank/place (e.g. first place) decimal place counter for ghosts]']","['くらい', 'い']","['⺅', '立']",['位'],[4],['会意 Com. Ideographic'],[3],[268425],[265390],['P'],実用,[' practical use/utility]'],['じつよう'],実用,[' practical use/utility]'],['じつよう']
1729,末期養子,['n'],まつごようし,末,1143,5,"[' top end/tip,', ' new shoots/new growth (of a tree),', ' end/tip/top end (of the year, month, etc.)/close youngest child descendants/offspring/posterity future (finally) after/(at last) after/at the end of trifles/trivialities degenerate age,', ' the end (of) powder]']","['うら', 'うれ', 'すえ', 'まつ']","['｜', '一', 'ハ', '木', '亠']",['末'],[4],['指事 Ideographic'],[3],[100981],[97460],['S'],期,1138,12,"[' period/time opportunity/chance/occasion age term (e.g. in office) session (e.g. of parliament) stage (e.g. of a disease) season (e.g. of a TV series),', ' time/moment/limit time of death/last moment midnight in red-light districts during the Edo period]']","['き', 'ご']","['甘', '月', 'ハ']",['期'],[3],['形声 Phonetic'],[3],[373280],[372411],['P'],養,2635,15,[],[],"['王', '食', '并', '羊']",['養'],[4],['形声 Phonetic'],[1],[42009],[39936],['S'],子,567,3,"[' child young (animal) young woman/young geisha offshoot interest new shares player who is not a dealer (in cards, mahjong, etc.) bird egg -er (often of young women),', ' the Rat (first sign of the Chinese zodiac) hour of the Rat (around midnight, 11pm to 1am, or 12 midnight to 2am) north eleventh month of the lunar calendar,', ' fruit/nut seed (in broth) pieces of meat, vegetable, etc. content/substance,', ' child (esp. a boy) viscount founder of a school of thought (esp. Confucius)/master masters and philosophers (categorization of Chinese classical literature) you -er (i.e. man who spends all his time doing...),', ' honorific (or familiar) suffix used after a name,', ' child interest]']","['こ', 'ね', 'み', 'し', 'す', 'こう']",['子'],['子'],[1],['象形 Pictographic'],[5],[787533],[505793],['P'],末期,"[' deathbed/hour of death,', ' closing years (period, days)/last stage/end stage/end-of-life (care, decision making, etc.) terminal (e.g. cancer, disease, etc.)/final]']","['まつご', 'まっき']",末期,"[' deathbed/hour of death,', ' closing years (period, days)/last stage/end stage/end-of-life (care, decision making, etc.) terminal (e.g. cancer, disease, etc.)/final]']","['まつご', 'まっき']"
